,cap,ini,label,next2Cap,next2T,next2W,nextCap,nextT,nextW,palpite,prev2Cap,prev2T,prev2W,prevCap,prevT,prevW,simb,tipo,word
249,min,ncap,O,min,n,no,min,n,dias,O,0,0,0,maxmin,v-fin,Estive,alpha,num,dois
250,min,ncap,O,min,v-inf,tear,min,n,no,O,maxmin,v-fin,Estive,min,num,dois,alpha,n,dias
251,min,ncap,O,min,conj-c,e,min,v-inf,tear,O,min,num,dois,min,n,dias,alpha,n,no
252,min,ncap,O,min,adv,agora,min,conj-c,e,O,min,n,dias,min,n,no,alpha,v-inf,tear
253,min,ncap,O,min,v-fin,estou,min,adv,agora,O,min,n,no,min,v-inf,tear,alpha,conj-c,e
254,min,ncap,O,min,adv,bem,min,v-fin,estou,O,min,v-inf,tear,min,conj-c,e,alpha,adv,agora
255,min,ncap,O,min,adv,mal,min,adv,bem,O,min,conj-c,e,min,adv,agora,alpha,v-fin,estou
256,min,ncap,O,0,punc,.,min,adv,mal,O,min,adv,agora,min,v-fin,estou,alpha,adv,bem
257,min,ncap,O,0,0,0,0,punc,.,O,min,v-fin,estou,min,adv,bem,alpha,adv,mal
258,0,simb,O,0,0,0,0,0,0,O,min,adv,bem,min,adv,mal,0,punc,.
259,max,cap,O,min,v-fin,faz,min,conj-s,que,O,0,0,0,0,0,0,alpha,art,O
260,min,ncap,O,0,punc,?,min,v-fin,faz,O,0,0,0,max,art,O,alpha,conj-s,que
261,min,ncap,O,0,0,0,0,punc,?,O,max,art,O,min,conj-s,que,alpha,v-fin,faz
262,0,simb,O,0,0,0,0,0,0,O,min,conj-s,que,min,v-fin,faz,0,punc,?
263,maxmin,cap,O,min,n,cobertores,0,punc,",",O,0,0,0,0,0,0,alpha,n,Cobertas
264,0,simb,O,0,punc,",",min,n,cobertores,O,0,0,0,maxmin,n,Cobertas,0,punc,","
265,min,ncap,O,min,prp,com,0,punc,",",O,maxmin,n,Cobertas,0,punc,",",alpha,n,cobertores
266,0,simb,O,min,n,linho,min,prp,com,O,0,punc,",",min,n,cobertores,0,punc,","
267,min,ncap,O,min,v-pcp,comprado,min,n,linho,O,min,n,cobertores,0,punc,",",alpha,prp,com
268,min,ncap,O,min,prp,em,min,v-pcp,comprado,O,0,punc,",",min,prp,com,alpha,n,linho
269,min,ncap,O,min,n,fio,min,prp,em,O,min,prp,com,min,n,linho,alpha,v-pcp,comprado
270,min,ncap,O,min,adv,ainda,min,n,fio,O,min,n,linho,min,v-pcp,comprado,alpha,prp,em
271,min,ncap,O,0,n,hï¿½,min,adv,ainda,O,min,v-pcp,comprado,min,prp,em,alpha,n,fio
272,min,ncap,O,min,adv,pouco,0,n,hï¿½,O,min,prp,em,min,n,fio,alpha,adv,ainda
273,0,ncap,O,min,n,teci,min,adv,pouco,O,min,n,fio,min,adv,ainda,0,n,hï¿½
274,min,ncap,O,min,art,uma,min,n,teci,O,min,adv,ainda,0,n,hï¿½,alpha,adv,pouco
275,min,ncap,O,min,n,toalha,min,art,uma,O,0,n,hï¿½,min,adv,pouco,alpha,n,teci
276,min,ncap,O,min,prp,para,min,n,toalha,O,min,adv,pouco,min,n,teci,alpha,art,uma
277,min,ncap,O,min,art,o,min,prp,para,O,min,n,teci,min,art,uma,alpha,n,toalha
278,min,ncap,O,min,n,padre,min,art,o,O,min,art,uma,min,n,toalha,alpha,prp,para
279,min,ncap,O,maxmin,prop,Manuel,min,n,padre,O,min,n,toalha,min,prp,para,alpha,art,o
280,min,ncap,B_PESSOA,0,punc,.,maxmin,prop,Manuel,O,min,prp,para,min,art,o,alpha,n,padre
281,maxmin,cap,I_PESSOA,0,0,0,0,punc,.,O,min,art,o,min,n,padre,alpha,prop,Manuel
282,0,simb,O,0,0,0,0,0,0,O,min,n,padre,maxmin,prop,Manuel,0,punc,.
283,maxmin,cap,O,min,v-inf,procurar,min,n,costuma,O,0,0,0,0,0,0,alpha,pron-indp,Quem
284,min,ncap,O,min,pron-det,estas,min,v-inf,procurar,O,0,0,0,maxmin,pron-indp,Quem,alpha,n,costuma
285,min,ncap,O,0,n,peï¿½as,min,pron-det,estas,O,maxmin,pron-indp,Quem,min,n,costuma,alpha,v-inf,procurar
286,min,ncap,O,min,prp,para,0,n,peï¿½as,O,min,n,costuma,min,v-inf,procurar,alpha,pron-det,estas
287,0,ncap,O,min,v-inf,comprar,min,prp,para,O,min,v-inf,procurar,min,pron-det,estas,0,n,peï¿½as
288,min,ncap,O,0,punc,?,min,v-inf,comprar,O,min,pron-det,estas,0,n,peï¿½as,alpha,prp,para
289,min,ncap,O,0,0,0,0,punc,?,O,0,n,peï¿½as,min,prp,para,alpha,v-inf,comprar
290,0,simb,O,0,0,0,0,0,0,O,min,prp,para,min,v-inf,comprar,0,punc,?
291,maxmin,cap,O,min,n,gente,min,art,a,O,0,0,0,0,0,0,alpha,conj-s,Se
292,min,ncap,O,min,art,as,min,n,gente,O,0,0,0,maxmin,conj-s,Se,alpha,art,a
293,min,ncap,O,min,v-fin,tivesse,min,art,as,O,maxmin,conj-s,Se,min,art,a,alpha,n,gente
294,min,ncap,O,min,v-fin,havia,min,v-fin,tivesse,O,min,art,a,min,n,gente,alpha,art,as
295,min,ncap,O,min,adv,muito,min,v-fin,havia,O,min,n,gente,min,art,as,alpha,v-fin,tivesse
296,min,ncap,O,min,pron-indp,quem,min,adv,muito,O,min,art,as,min,v-fin,tivesse,alpha,v-fin,havia
297,min,ncap,O,min,n,comprasse,min,pron-indp,quem,O,min,v-fin,tivesse,min,v-fin,havia,alpha,adv,muito
298,min,ncap,O,0,punc,:,min,n,comprasse,O,min,v-fin,havia,min,adv,muito,alpha,pron-indp,quem
299,min,ncap,O,min,n,emigrantes,0,punc,:,O,min,adv,muito,min,pron-indp,quem,alpha,n,comprasse
300,0,simb,O,0,punc,",",min,n,emigrantes,O,min,pron-indp,quem,min,n,comprasse,0,punc,:
301,min,ncap,O,min,n,turistas,0,punc,",",O,min,n,comprasse,0,punc,:,alpha,n,emigrantes
302,0,simb,O,0,punc,",",min,n,turistas,O,0,punc,:,min,n,emigrantes,0,punc,","
303,min,ncap,O,0,adv,etc.,0,punc,",",O,min,n,emigrantes,0,punc,",",alpha,n,turistas
304,0,simb,O,0,0,0,0,adv,etc.,O,0,punc,",",min,n,turistas,0,punc,","
305,0,ncap,O,0,0,0,0,0,0,O,min,n,turistas,0,punc,",",0,adv,etc.
306,maxmin,cap,O,min,v-inf,participar,min,adj,importante,O,0,0,0,0,0,0,alpha,v-fin,Acha
307,min,ncap,O,min,prp,em,min,v-inf,participar,O,0,0,0,maxmin,v-fin,Acha,alpha,adj,importante
308,min,ncap,O,min,n,feiras,min,prp,em,O,maxmin,v-fin,Acha,min,adj,importante,alpha,v-inf,participar
309,min,ncap,O,min,prp,de,min,n,feiras,O,min,adj,importante,min,v-inf,participar,alpha,prp,em
310,min,ncap,O,min,n,artesanato,min,prp,de,O,min,v-inf,participar,min,prp,em,alpha,n,feiras
311,min,ncap,O,min,conj-c,e,min,n,artesanato,O,min,prp,em,min,n,feiras,alpha,prp,de
312,min,ncap,O,0,n,exposiï¿½ï¿½es,min,conj-c,e,O,min,n,feiras,min,prp,de,alpha,n,artesanato
313,min,ncap,O,0,punc,?,0,n,exposiï¿½ï¿½es,O,min,prp,de,min,n,artesanato,alpha,conj-c,e
314,0,ncap,O,0,0,0,0,punc,?,O,min,n,artesanato,min,conj-c,e,0,n,exposiï¿½ï¿½es
315,0,simb,O,0,0,0,0,0,0,O,min,conj-c,e,0,n,exposiï¿½ï¿½es,0,punc,?
316,maxmin,cap,O,min,adj,importante,min,adv,muito,O,0,0,0,0,0,0,alpha,v-fin,Acho
317,min,ncap,O,0,punc,.,min,adj,importante,O,0,0,0,maxmin,v-fin,Acho,alpha,adv,muito
318,min,ncap,O,0,0,0,0,punc,.,O,maxmin,v-fin,Acho,min,adv,muito,alpha,adj,importante
319,0,simb,O,0,0,0,0,0,0,O,min,adv,muito,min,adj,importante,0,punc,.
320,maxmin,cap,O,min,adv,muito,min,v-fin,gostava,O,0,0,0,0,0,0,alpha,pron-pers,Eu
321,min,ncap,O,0,punc,.,min,adv,muito,O,0,0,0,maxmin,pron-pers,Eu,alpha,v-fin,gostava
322,min,ncap,O,0,0,0,0,punc,.,O,maxmin,pron-pers,Eu,min,v-fin,gostava,alpha,adv,muito
323,0,simb,O,0,0,0,0,0,0,O,min,v-fin,gostava,min,adv,muito,0,punc,.
324,maxmin,cap,O,min,prp,em,min,pron-det,algumas,O,0,0,0,0,0,0,alpha,v-fin,Diga
325,min,ncap,O,min,conj-s,que,min,prp,em,O,0,0,0,maxmin,v-fin,Diga,alpha,pron-det,algumas
326,min,ncap,O,0,n,jï¿½,min,conj-s,que,O,maxmin,v-fin,Diga,min,pron-det,algumas,alpha,prp,em
327,min,ncap,O,min,v-fin,participou,0,n,jï¿½,O,min,pron-det,algumas,min,prp,em,alpha,conj-s,que
328,0,ncap,O,0,punc,?,min,v-fin,participou,O,min,prp,em,min,conj-s,que,0,n,jï¿½
329,min,ncap,O,0,0,0,0,punc,?,O,min,conj-s,que,0,n,jï¿½,alpha,v-fin,participou
330,0,simb,O,0,0,0,0,0,0,O,0,n,jï¿½,min,v-fin,participou,0,punc,?
331,0,cap,O,min,art,a,min,v-fin,fui,O,0,0,0,0,0,0,0,prop,Jï¿½
332,min,ncap,O,maxmin,n,Vila,min,art,a,O,0,0,0,0,prop,Jï¿½,alpha,v-fin,fui
333,min,ncap,O,maxmin,n,Real,maxmin,n,Vila,O,0,prop,Jï¿½,min,v-fin,fui,alpha,art,a
334,maxmin,cap,B_LOCAL,0,punc,",",maxmin,n,Real,B_LOCAL,min,v-fin,fui,min,art,a,alpha,n,Vila
335,maxmin,cap,I_LOCAL,maxmin,prop,Soajo,0,punc,",",I_LOCAL,min,art,a,maxmin,n,Vila,alpha,n,Real
336,0,simb,O,0,punc,",",maxmin,prop,Soajo,O,maxmin,n,Vila,maxmin,n,Real,0,punc,","
337,maxmin,cap,B_LOCAL,0,n,Gerï¿½s,0,punc,",",O,maxmin,n,Real,0,punc,",",alpha,prop,Soajo
338,0,simb,O,min,conj-c,e,0,n,Gerï¿½s,O,0,punc,",",maxmin,prop,Soajo,0,punc,","
339,0,cap,B_LOCAL,min,prp,em,min,conj-c,e,O,maxmin,prop,Soajo,0,punc,",",0,n,Gerï¿½s
340,min,ncap,O,min,pron-det,todas,min,prp,em,O,0,punc,",",0,n,Gerï¿½s,alpha,conj-c,e
341,min,ncap,O,min,art,as,min,pron-det,todas,O,0,n,Gerï¿½s,min,conj-c,e,alpha,prp,em
342,min,ncap,O,min,n,feiras,min,art,as,O,min,conj-c,e,min,prp,em,alpha,pron-det,todas
343,min,ncap,O,min,prp,de,min,n,feiras,O,min,prp,em,min,pron-det,todas,alpha,art,as
344,min,ncap,O,maxmin,n,Montalegre,min,prp,de,O,min,pron-det,todas,min,art,as,alpha,n,feiras
345,min,ncap,O,0,punc,",",maxmin,n,Montalegre,O,min,art,as,min,n,feiras,alpha,prp,de
346,maxmin,cap,B_LOCAL,0,n,atï¿½,0,punc,",",O,min,n,feiras,min,prp,de,alpha,n,Montalegre
347,0,simb,O,0,n,jï¿½,0,n,atï¿½,O,min,prp,de,maxmin,n,Montalegre,0,punc,","
348,0,ncap,O,min,v-fin,fui,0,n,jï¿½,O,maxmin,n,Montalegre,0,punc,",",0,n,atï¿½
349,0,ncap,O,min,v-pcp,convidada,min,v-fin,fui,O,0,punc,",",0,n,atï¿½,0,n,jï¿½
350,min,ncap,O,min,prp,para,min,v-pcp,convidada,O,0,n,atï¿½,0,n,jï¿½,alpha,v-fin,fui
351,min,ncap,O,maxmin,prop,Espanha,min,prp,para,O,0,n,jï¿½,min,v-fin,fui,alpha,v-pcp,convidada
352,min,ncap,O,0,punc,.,maxmin,prop,Espanha,O,min,v-fin,fui,min,v-pcp,convidada,alpha,prp,para
353,maxmin,cap,B_LOCAL,0,0,0,0,punc,.,O,min,v-pcp,convidada,min,prp,para,alpha,prop,Espanha
354,0,simb,O,0,0,0,0,0,0,O,min,prp,para,maxmin,prop,Espanha,0,punc,.
355,maxmin,cap,O,min,art,um,min,adv,agora,O,0,0,0,0,0,0,alpha,v-fin,Tenho
356,min,ncap,O,min,n,convite,min,art,um,O,0,0,0,maxmin,v-fin,Tenho,alpha,adv,agora
357,min,ncap,O,min,prp,para,min,n,convite,O,maxmin,v-fin,Tenho,min,adv,agora,alpha,art,um
358,min,ncap,O,min,v-inf,ir,min,prp,para,O,min,adv,agora,min,art,um,alpha,n,convite
359,min,ncap,O,0,n,ï¿½,min,v-inf,ir,O,min,art,um,min,n,convite,alpha,prp,para
360,min,ncap,O,maxmin,n,Maia,0,n,ï¿½,O,min,n,convite,min,prp,para,alpha,v-inf,ir
361,0,ncap,O,min,conj-c,mas,maxmin,n,Maia,O,min,prp,para,min,v-inf,ir,0,n,ï¿½
362,maxmin,cap,B_LOCAL,min,adv,como,min,conj-c,mas,O,min,v-inf,ir,0,n,ï¿½,alpha,n,Maia
363,min,ncap,O,min,art,a,min,adv,como,O,0,n,ï¿½,maxmin,n,Maia,alpha,conj-c,mas
364,min,ncap,O,0,n,Cï¿½mara,min,art,a,O,maxmin,n,Maia,min,conj-c,mas,alpha,adv,como
365,min,ncap,O,0,n,nï¿½o,0,n,Cï¿½mara,O,min,conj-c,mas,min,adv,como,alpha,art,a
366,0,cap,B_ORGANIZACAO,0,n,dï¿½,0,n,nï¿½o,O,min,adv,como,min,art,a,0,n,Cï¿½mara
367,0,ncap,O,min,n,transporte,0,n,dï¿½,O,min,art,a,0,n,Cï¿½mara,0,n,nï¿½o
368,0,ncap,O,0,punc,",",min,n,transporte,O,0,n,Cï¿½mara,0,n,nï¿½o,0,n,dï¿½
369,min,ncap,O,0,n,nï¿½o,0,punc,",",O,0,n,nï¿½o,0,n,dï¿½,alpha,n,transporte
370,0,simb,O,min,v-fin,vou,0,n,nï¿½o,O,0,n,dï¿½,min,n,transporte,0,punc,","
371,0,ncap,O,0,punc,.,min,v-fin,vou,O,min,n,transporte,0,punc,",",0,n,nï¿½o
372,min,ncap,O,0,0,0,0,punc,.,O,0,punc,",",0,n,nï¿½o,alpha,v-fin,vou
373,0,simb,O,0,0,0,0,0,0,O,0,n,nï¿½o,min,v-fin,vou,0,punc,.
374,maxmin,cap,O,min,v-fin,gostou,min,pron-det,qual,O,0,0,0,0,0,0,alpha,prp,De
375,min,ncap,O,min,adv,mais,min,v-fin,gostou,O,0,0,0,maxmin,prp,De,alpha,pron-det,qual
376,min,ncap,O,0,punc,?,min,adv,mais,O,maxmin,prp,De,min,pron-det,qual,alpha,v-fin,gostou
377,min,ncap,O,0,0,0,0,punc,?,O,min,pron-det,qual,min,v-fin,gostou,alpha,adv,mais
378,0,simb,O,0,0,0,0,0,0,O,min,v-fin,gostou,min,adv,mais,0,punc,?
379,0,cap,O,0,0,0,0,punc,?,O,0,0,0,0,0,0,0,adv,Porquï¿½
380,0,simb,O,0,0,0,0,0,0,O,0,0,0,0,adv,Porquï¿½,0,punc,?
381,maxmin,cap,O,min,v-pcp,da,min,adv,muito,O,0,0,0,0,0,0,alpha,v-fin,Gostei
382,min,ncap,O,min,n,feira,min,v-pcp,da,O,0,0,0,maxmin,v-fin,Gostei,alpha,adv,muito
383,min,ncap,O,min,v-pcp,do,min,n,feira,O,maxmin,v-fin,Gostei,min,adv,muito,alpha,v-pcp,da
384,min,ncap,O,maxmin,prop,Soajo,min,v-pcp,do,O,min,adv,muito,min,v-pcp,da,alpha,n,feira
385,min,ncap,O,0,punc,.,maxmin,prop,Soajo,O,min,v-pcp,da,min,n,feira,alpha,v-pcp,do
386,maxmin,cap,B_LOCAL,0,0,0,0,punc,.,O,min,n,feira,min,v-pcp,do,alpha,prop,Soajo
387,0,simb,O,0,0,0,0,0,0,O,min,v-pcp,do,maxmin,prop,Soajo,0,punc,.
388,maxmin,cap,O,min,conj-c,e,min,adj,bonito,O,0,0,0,0,0,0,alpha,adv,Foi
389,min,ncap,O,min,adv,muito,min,conj-c,e,O,0,0,0,maxmin,adv,Foi,alpha,adj,bonito
390,min,ncap,O,min,n,alegre,min,adv,muito,O,maxmin,adv,Foi,min,adj,bonito,alpha,conj-c,e
391,min,ncap,O,0,punc,.,min,n,alegre,O,min,adj,bonito,min,conj-c,e,alpha,adv,muito
392,min,ncap,O,0,0,0,0,punc,.,O,min,conj-c,e,min,adv,muito,alpha,n,alegre
393,0,simb,O,0,0,0,0,0,0,O,min,adv,muito,min,n,alegre,0,punc,.
394,maxmin,cap,O,min,art,o,min,v-fin,era,O,0,0,0,0,0,0,alpha,pron-det,Qual
395,min,ncap,O,min,pron-det,seu,min,art,o,O,0,0,0,maxmin,pron-det,Qual,alpha,v-fin,era
396,min,ncap,O,min,n,trabalho,min,pron-det,seu,O,maxmin,pron-det,Qual,min,v-fin,era,alpha,art,o
397,min,ncap,O,min,n,nestas,min,n,trabalho,O,min,v-fin,era,min,art,o,alpha,pron-det,seu
398,min,ncap,O,min,n,feiras,min,n,nestas,O,min,art,o,min,pron-det,seu,alpha,n,trabalho
399,min,ncap,O,0,punc,?,min,n,feiras,O,min,pron-det,seu,min,n,trabalho,alpha,n,nestas
400,min,ncap,O,0,0,0,0,punc,?,O,min,n,trabalho,min,n,nestas,alpha,n,feiras
401,0,simb,O,0,0,0,0,0,0,O,min,n,nestas,min,n,feiras,0,punc,?
402,maxmin,cap,O,0,n,peï¿½as,min,art,as,O,0,0,0,0,0,0,alpha,prop,Vendia
403,min,ncap,O,min,conj-s,que,0,n,peï¿½as,O,0,0,0,maxmin,prop,Vendia,alpha,art,as
404,0,ncap,O,min,v-fin,levava,min,conj-s,que,O,maxmin,prop,Vendia,min,art,as,0,n,peï¿½as
405,min,ncap,O,0,punc,?,min,v-fin,levava,O,min,art,as,0,n,peï¿½as,alpha,conj-s,que
406,min,ncap,O,0,0,0,0,punc,?,O,0,n,peï¿½as,min,conj-s,que,alpha,v-fin,levava
407,0,simb,O,0,0,0,0,0,0,O,min,conj-s,que,min,v-fin,levava,0,punc,?
408,maxmin,cap,O,0,punc,",",min,n,tecia,O,0,0,0,0,0,0,alpha,prop,Numas
409,min,ncap,O,min,n,noutras,0,punc,",",O,0,0,0,maxmin,prop,Numas,alpha,n,tecia
410,0,simb,O,min,v-fin,fazia,min,n,noutras,O,maxmin,prop,Numas,min,n,tecia,0,punc,","
411,min,ncap,O,0,n,croï¿½a,min,v-fin,fazia,O,min,n,tecia,0,punc,",",alpha,n,noutras
412,min,ncap,O,min,conj-c,e,0,n,croï¿½a,O,0,punc,",",min,n,noutras,alpha,v-fin,fazia
413,0,ncap,O,min,prp,em,min,conj-c,e,O,min,n,noutras,min,v-fin,fazia,0,n,croï¿½a
414,min,ncap,O,min,pron-det,algumas,min,prp,em,O,min,v-fin,fazia,0,n,croï¿½a,alpha,conj-c,e
415,min,ncap,O,min,v-fin,fazia,min,pron-det,algumas,O,0,n,croï¿½a,min,conj-c,e,alpha,prp,em
416,min,ncap,O,0,n,crochï¿½,min,v-fin,fazia,O,min,conj-c,e,min,prp,em,alpha,pron-det,algumas
417,min,ncap,O,0,punc,.,0,n,crochï¿½,O,min,prp,em,min,pron-det,algumas,alpha,v-fin,fazia
418,0,ncap,O,0,0,0,0,punc,.,O,min,pron-det,algumas,min,v-fin,fazia,0,n,crochï¿½
419,0,simb,O,0,0,0,0,0,0,O,min,v-fin,fazia,0,n,crochï¿½,0,punc,.
420,max,cap,O,min,art,os,min,n,expunha,O,0,0,0,0,0,0,alpha,conj-c,E
421,min,ncap,O,min,n,trabalhos,min,art,os,O,0,0,0,max,conj-c,E,alpha,n,expunha
422,min,ncap,O,0,n,jï¿½,min,n,trabalhos,O,max,conj-c,E,min,n,expunha,alpha,art,os
423,min,ncap,O,min,n,feitos,0,n,jï¿½,O,min,n,expunha,min,art,os,alpha,n,trabalhos
424,0,ncap,O,0,punc,.,min,n,feitos,O,min,art,os,min,n,trabalhos,0,n,jï¿½
425,min,ncap,O,0,0,0,0,punc,.,O,min,n,trabalhos,0,n,jï¿½,alpha,n,feitos
426,0,simb,O,0,0,0,0,0,0,O,0,n,jï¿½,min,n,feitos,0,punc,.
427,0,cap,O,min,v-fin,vendi,min,adv,nunca,O,0,0,0,0,0,0,0,n,Nï¿½o
428,min,ncap,O,min,pron-indp,nada,min,v-fin,vendi,O,0,0,0,0,n,Nï¿½o,alpha,adv,nunca
429,min,ncap,O,0,punc,.,min,pron-indp,nada,O,0,n,Nï¿½o,min,adv,nunca,alpha,v-fin,vendi
430,min,ncap,O,0,0,0,0,punc,.,O,min,adv,nunca,min,v-fin,vendi,alpha,pron-indp,nada
431,0,simb,O,0,0,0,0,0,0,O,min,v-fin,vendi,min,pron-indp,nada,0,punc,.
432,maxmin,cap,O,min,art,a,min,adv,muito,O,0,0,0,0,0,0,alpha,v-fin,Custavam
433,min,ncap,O,min,v-inf,fazer,min,art,a,O,0,0,0,maxmin,v-fin,Custavam,alpha,adv,muito
434,min,ncap,O,0,punc,.,min,v-inf,fazer,O,maxmin,v-fin,Custavam,min,adv,muito,alpha,art,a
435,min,ncap,O,0,0,0,0,punc,.,O,min,adv,muito,min,art,a,alpha,v-inf,fazer
436,0,simb,O,0,0,0,0,0,0,O,min,art,a,min,v-inf,fazer,0,punc,.
437,max,cap,O,min,v-inf,tocarem,min,pron-indp,quem,O,0,0,0,0,0,0,alpha,art,A
438,min,ncap,O,min,adv,sempre,min,v-inf,tocarem,O,0,0,0,max,art,A,alpha,pron-indp,quem
439,min,ncap,O,min,pron-pers,me,min,adv,sempre,O,max,art,A,min,pron-indp,quem,alpha,v-inf,tocarem
440,min,ncap,O,0,n,rezarï¿½o,min,pron-pers,me,O,min,pron-indp,quem,min,v-inf,tocarem,alpha,adv,sempre
441,min,ncap,O,min,art,uma,0,n,rezarï¿½o,O,min,v-inf,tocarem,min,adv,sempre,alpha,pron-pers,me
442,0,ncap,O,min,n,missa,min,art,uma,O,min,adv,sempre,min,pron-pers,me,0,n,rezarï¿½o
443,min,ncap,O,min,prp,por,min,n,missa,O,min,pron-pers,me,0,n,rezarï¿½o,alpha,art,uma
444,min,ncap,O,min,n,alma,min,prp,por,O,0,n,rezarï¿½o,min,art,uma,alpha,n,missa
445,min,ncap,O,0,punc,.,min,n,alma,O,min,art,uma,min,n,missa,alpha,prp,por
446,min,ncap,O,0,0,0,0,punc,.,O,min,n,missa,min,prp,por,alpha,n,alma
447,0,simb,O,0,0,0,0,0,0,O,min,prp,por,min,n,alma,0,punc,.
448,maxmin,cap,O,min,art,as,min,conj-s,que,O,0,0,0,0,0,0,alpha,v-fin,Acha
449,min,ncap,O,min,n,pessoas,min,art,as,O,0,0,0,maxmin,v-fin,Acha,alpha,conj-s,que
450,min,ncap,O,min,pron-pers,se,min,n,pessoas,O,maxmin,v-fin,Acha,min,conj-s,que,alpha,art,as
451,min,ncap,O,min,v-fin,interessavam,min,pron-pers,se,O,min,conj-s,que,min,art,as,alpha,n,pessoas
452,min,ncap,O,min,prp,por,min,v-fin,interessavam,O,min,art,as,min,n,pessoas,alpha,pron-pers,se
453,min,ncap,O,min,pron-det,estes,min,prp,por,O,min,n,pessoas,min,pron-pers,se,alpha,v-fin,interessavam
454,min,ncap,O,min,n,trabalhos,min,pron-det,estes,O,min,pron-pers,se,min,v-fin,interessavam,alpha,prp,por
455,min,ncap,O,0,punc,?,min,n,trabalhos,O,min,v-fin,interessavam,min,prp,por,alpha,pron-det,estes
456,min,ncap,O,0,0,0,0,punc,?,O,min,prp,por,min,pron-det,estes,alpha,n,trabalhos
457,0,simb,O,0,0,0,0,0,0,O,min,pron-det,estes,min,n,trabalhos,0,punc,?
458,maxmin,cap,O,min,v-fin,gostavam,0,punc,",",O,0,0,0,0,0,0,alpha,v-fin,Interessavam
459,0,simb,O,min,adv,muito,min,v-fin,gostavam,O,0,0,0,maxmin,v-fin,Interessavam,0,punc,","
460,min,ncap,O,min,prp,de,min,adv,muito,O,maxmin,v-fin,Interessavam,0,punc,",",alpha,v-fin,gostavam
461,min,ncap,O,min,v-inf,ver,min,prp,de,O,0,punc,",",min,v-fin,gostavam,alpha,adv,muito
462,min,ncap,O,0,punc,.,min,v-inf,ver,O,min,v-fin,gostavam,min,adv,muito,alpha,prp,de
463,min,ncap,O,0,0,0,0,punc,.,O,min,adv,muito,min,prp,de,alpha,v-inf,ver
464,0,simb,O,0,0,0,0,0,0,O,min,prp,de,min,v-inf,ver,0,punc,.
465,maxmin,cap,O,min,conj-c,mas,min,v-inf,comprar,O,0,0,0,0,0,0,alpha,v-fin,Queriam
466,min,ncap,O,min,pron-pers,eu,min,conj-c,mas,O,0,0,0,maxmin,v-fin,Queriam,alpha,v-inf,comprar
467,min,ncap,O,0,n,nï¿½o,min,pron-pers,eu,O,maxmin,v-fin,Queriam,min,v-inf,comprar,alpha,conj-c,mas
468,min,ncap,O,min,n,vendia,0,n,nï¿½o,O,min,v-inf,comprar,min,conj-c,mas,alpha,pron-pers,eu
469,0,ncap,O,0,punc,.,min,n,vendia,O,min,conj-c,mas,min,pron-pers,eu,0,n,nï¿½o
470,min,ncap,O,0,0,0,0,punc,.,O,min,pron-pers,eu,0,n,nï¿½o,alpha,n,vendia
471,0,simb,O,0,0,0,0,0,0,O,0,n,nï¿½o,min,n,vendia,0,punc,.
472,maxmin,cap,O,min,pron-det,suas,min,n,das,O,0,0,0,0,0,0,alpha,pron-det,Alguma
473,min,ncap,O,min,n,filhas,min,pron-det,suas,O,0,0,0,maxmin,pron-det,Alguma,alpha,n,das
474,min,ncap,O,min,v-fin,sabe,min,n,filhas,O,maxmin,pron-det,Alguma,min,n,das,alpha,pron-det,suas
475,min,ncap,O,min,v-inf,tecer,min,v-fin,sabe,O,min,n,das,min,pron-det,suas,alpha,n,filhas
476,min,ncap,O,0,punc,?,min,v-inf,tecer,O,min,pron-det,suas,min,n,filhas,alpha,v-fin,sabe
477,min,ncap,O,0,0,0,0,punc,?,O,min,n,filhas,min,v-fin,sabe,alpha,v-inf,tecer
478,0,simb,O,0,0,0,0,0,0,O,min,v-fin,sabe,min,v-inf,tecer,0,punc,?
479,maxmin,cap,O,maxmin,prop,Ana,min,art,a,O,0,0,0,0,0,0,alpha,v-fin,Sabe
480,min,ncap,O,maxmin,prop,Maria,maxmin,prop,Ana,O,0,0,0,maxmin,v-fin,Sabe,alpha,art,a
481,maxmin,cap,B_PESSOA,0,punc,.,maxmin,prop,Maria,B_PESSOA,maxmin,v-fin,Sabe,min,art,a,alpha,prop,Ana
482,maxmin,cap,I_PESSOA,0,0,0,0,punc,.,I_PESSOA,min,art,a,maxmin,prop,Ana,alpha,prop,Maria
483,0,simb,O,0,0,0,0,0,0,O,maxmin,prop,Ana,maxmin,prop,Maria,0,punc,.
484,maxmin,cap,O,min,v-fin,casaram,min,pron-det,outras,O,0,0,0,0,0,0,alpha,art,As
485,min,ncap,O,min,adv,cedo,min,v-fin,casaram,O,0,0,0,maxmin,art,As,alpha,pron-det,outras
486,min,ncap,O,0,punc,.,min,adv,cedo,O,maxmin,art,As,min,pron-det,outras,alpha,v-fin,casaram
487,min,ncap,O,0,0,0,0,punc,.,O,min,pron-det,outras,min,v-fin,casaram,alpha,adv,cedo
488,0,simb,O,0,0,0,0,0,0,O,min,v-fin,casaram,min,adv,cedo,0,punc,.
489,max,cap,O,maxmin,prop,Maria,maxmin,prop,Ana,O,0,0,0,0,0,0,alpha,art,A
490,maxmin,cap,B_PESSOA,min,n,tece,maxmin,prop,Maria,B_PESSOA,0,0,0,max,art,A,alpha,prop,Ana
491,maxmin,cap,I_PESSOA,min,conj-c,mas,min,n,tece,I_PESSOA,max,art,A,maxmin,prop,Ana,alpha,prop,Maria
